instant,dteday,season,year,month,hours,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category,time_of_day
5078,2011-08-04,Fall,2011,Aug,11,0,Thursday,Weekdays,Misty,0.74,0.697,66.0,0.2239,37,112,149,4,Sangat Lembab,Morning
5079,2011-08-04,Fall,2011,Aug,12,0,Thursday,Weekdays,Misty,0.76,0.7121,62.0,0.2239,53,152,205,4,Normal,Afternoon
5080,2011-08-04,Fall,2011,Aug,13,0,Thursday,Weekdays,Clear,0.76,0.7121,57.99999999999999,0.0,63,142,205,4,Normal,Afternoon
5081,2011-08-04,Fall,2011,Aug,14,0,Thursday,Weekdays,Clear,0.8,0.7576,55.00000000000001,0.1642,53,114,167,4,Normal,Afternoon
5082,2011-08-04,Fall,2011,Aug,15,0,Thursday,Weekdays,Clear,0.8,0.7576,55.00000000000001,0.2537,50,115,165,4,Normal,Afternoon
5083,2011-08-04,Fall,2011,Aug,16,0,Thursday,Weekdays,Clear,0.76,0.7121,62.0,0.3284,70,220,290,4,Normal,Afternoon
5084,2011-08-04,Fall,2011,Aug,17,0,Thursday,Weekdays,Clear,0.76,0.7121,62.0,0.3284,91,464,555,4,Normal,Afternoon
5085,2011-08-04,Fall,2011,Aug,18,0,Thursday,Weekdays,Clear,0.7,0.6667,74.0,0.2985,88,435,523,4,Sangat Lembab,Evening
5086,2011-08-04,Fall,2011,Aug,19,0,Thursday,Weekdays,Clear,0.7,0.6667,74.0,0.2836,65,301,366,4,Sangat Lembab,Evening
5087,2011-08-04,Fall,2011,Aug,20,0,Thursday,Weekdays,Misty,0.7,0.6667,74.0,0.194,41,245,286,4,Sangat Lembab,Evening
5088,2011-08-04,Fall,2011,Aug,21,0,Thursday,Weekdays,Misty,0.7,0.6667,74.0,0.194,25,186,211,4,Sangat Lembab,Evening
5089,2011-08-04,Fall,2011,Aug,22,0,Thursday,Weekdays,Clear,0.68,0.6364,74.0,0.194,33,141,174,4,Sangat Lembab,Evening
5090,2011-08-04,Fall,2011,Aug,23,0,Thursday,Weekdays,Clear,0.66,0.6212,74.0,0.1045,24,108,132,4,Sangat Lembab,Evening
5091,2011-08-05,Fall,2011,Aug,0,0,Friday,Weekdays,Clear,0.66,0.6212,74.0,0.1045,13,41,54,5,Sangat Lembab,Night
5092,2011-08-05,Fall,2011,Aug,1,0,Friday,Weekdays,Clear,0.64,0.5909,78.0,0.0896,3,16,19,5,Sangat Lembab,Night
5093,2011-08-05,Fall,2011,Aug,2,0,Friday,Weekdays,Clear,0.66,0.6212,69.0,0.0,5,14,19,5,Sangat Lembab,Night
5094,2011-08-05,Fall,2011,Aug,3,0,Friday,Weekdays,Clear,0.64,0.5909,78.0,0.0896,0,6,6,5,Sangat Lembab,Night
5095,2011-08-05,Fall,2011,Aug,4,0,Friday,Weekdays,Clear,0.64,0.5909,78.0,0.1343,1,6,7,5,Sangat Lembab,Night
5096,2011-08-05,Fall,2011,Aug,5,0,Friday,Weekdays,Clear,0.64,0.5909,78.0,0.0896,0,16,16,5,Sangat Lembab,Night
5097,2011-08-05,Fall,2011,Aug,6,0,Friday,Weekdays,Clear,0.64,0.5909,78.0,0.1343,7,94,101,5,Sangat Lembab,Morning
5098,2011-08-05,Fall,2011,Aug,7,0,Friday,Weekdays,Clear,0.66,0.6061,78.0,0.1343,23,247,270,5,Sangat Lembab,Morning
5099,2011-08-05,Fall,2011,Aug,8,0,Friday,Weekdays,Clear,0.7,0.6515,65.0,0.2239,39,415,454,5,Sangat Lembab,Morning
5100,2011-08-05,Fall,2011,Aug,9,0,Friday,Weekdays,Clear,0.72,0.6667,57.99999999999999,0.1045,43,183,226,5,Normal,Morning
5101,2011-08-05,Fall,2011,Aug,10,0,Friday,Weekdays,Clear,0.74,0.6818,55.00000000000001,0.1343,50,113,163,5,Normal,Morning
5102,2011-08-05,Fall,2011,Aug,11,0,Friday,Weekdays,Misty,0.76,0.697,52.0,0.2537,44,103,147,5,Normal,Morning
5103,2011-08-05,Fall,2011,Aug,12,0,Friday,Weekdays,Clear,0.76,0.697,52.0,0.2537,57,159,216,5,Normal,Afternoon
5104,2011-08-05,Fall,2011,Aug,13,0,Friday,Weekdays,Clear,0.78,0.7121,52.0,0.2537,40,164,204,5,Normal,Afternoon
5105,2011-08-05,Fall,2011,Aug,14,0,Friday,Weekdays,Misty,0.78,0.7121,52.0,0.2537,81,164,245,5,Normal,Afternoon
5106,2011-08-05,Fall,2011,Aug,15,0,Friday,Weekdays,Clear,0.76,0.697,55.00000000000001,0.2537,50,160,210,5,Normal,Afternoon
5107,2011-08-05,Fall,2011,Aug,16,0,Friday,Weekdays,Clear,0.8,0.7424,49.0,0.2537,76,254,330,5,Normal,Afternoon
5108,2011-08-05,Fall,2011,Aug,17,0,Friday,Weekdays,Clear,0.78,0.7121,49.0,0.2985,84,466,550,5,Normal,Afternoon
5109,2011-08-05,Fall,2011,Aug,18,0,Friday,Weekdays,Clear,0.76,0.697,52.0,0.2537,105,361,466,5,Normal,Evening
5110,2011-08-05,Fall,2011,Aug,19,0,Friday,Weekdays,Clear,0.74,0.6818,55.00000000000001,0.2537,90,282,372,5,Normal,Evening
5111,2011-08-05,Fall,2011,Aug,20,0,Friday,Weekdays,Clear,0.72,0.6667,57.99999999999999,0.2239,70,221,291,5,Normal,Evening
5112,2011-08-05,Fall,2011,Aug,21,0,Friday,Weekdays,Clear,0.7,0.6515,65.0,0.194,54,119,173,5,Sangat Lembab,Evening
5113,2011-08-05,Fall,2011,Aug,22,0,Friday,Weekdays,Clear,0.7,0.6515,65.0,0.2239,51,137,188,5,Sangat Lembab,Evening
5114,2011-08-05,Fall,2011,Aug,23,0,Friday,Weekdays,Clear,0.68,0.6364,69.0,0.2239,37,102,139,5,Sangat Lembab,Evening
5115,2011-08-06,Fall,2011,Aug,0,0,Saturday,Weekend,Clear,0.66,0.6061,78.0,0.194,29,104,133,6,Sangat Lembab,Night
5116,2011-08-06,Fall,2011,Aug,1,0,Saturday,Weekend,Clear,0.66,0.6061,78.0,0.1642,17,50,67,6,Sangat Lembab,Night
5117,2011-08-06,Fall,2011,Aug,2,0,Saturday,Weekend,Clear,0.66,0.6061,78.0,0.2239,14,39,53,6,Sangat Lembab,Night
5118,2011-08-06,Fall,2011,Aug,3,0,Saturday,Weekend,Misty,0.66,0.6061,78.0,0.1642,14,28,42,6,Sangat Lembab,Night
5119,2011-08-06,Fall,2011,Aug,4,0,Saturday,Weekend,Misty,0.66,0.6061,83.0,0.1642,5,5,10,6,Sangat Lembab,Night
5120,2011-08-06,Fall,2011,Aug,5,0,Saturday,Weekend,Clear,0.64,0.5758,89.0,0.0896,2,4,6,6,Sangat Lembab,Night
5121,2011-08-06,Fall,2011,Aug,6,0,Saturday,Weekend,Clear,0.64,0.5758,89.0,0.1045,5,22,27,6,Sangat Lembab,Morning
5122,2011-08-06,Fall,2011,Aug,7,0,Saturday,Weekend,Clear,0.68,0.6364,83.0,0.1642,14,49,63,6,Sangat Lembab,Morning
5123,2011-08-06,Fall,2011,Aug,8,0,Saturday,Weekend,Clear,0.68,0.6364,83.0,0.1642,27,94,121,6,Sangat Lembab,Morning
5124,2011-08-06,Fall,2011,Aug,9,0,Saturday,Weekend,Clear,0.74,0.697,70.0,0.2239,60,155,215,6,Sangat Lembab,Morning
5125,2011-08-06,Fall,2011,Aug,10,0,Saturday,Weekend,Misty,0.74,0.697,70.0,0.2836,91,199,290,6,Sangat Lembab,Morning
5126,2011-08-06,Fall,2011,Aug,11,0,Saturday,Weekend,Clear,0.78,0.7424,62.0,0.2239,138,211,349,6,Normal,Morning
5127,2011-08-06,Fall,2011,Aug,12,0,Saturday,Weekend,Clear,0.8,0.7576,55.00000000000001,0.2239,130,252,382,6,Normal,Afternoon
5128,2011-08-06,Fall,2011,Aug,13,0,Saturday,Weekend,Misty,0.8,0.7727,59.0,0.3284,176,265,441,6,Normal,Afternoon
5129,2011-08-06,Fall,2011,Aug,14,0,Saturday,Weekend,Clear,0.82,0.7727,52.0,0.2537,176,204,380,6,Normal,Afternoon
5130,2011-08-06,Fall,2011,Aug,15,0,Saturday,Weekend,Misty,0.84,0.803,53.0,0.2537,130,232,362,6,Normal,Afternoon
5131,2011-08-06,Fall,2011,Aug,16,0,Saturday,Weekend,Light_rainsnow,0.74,0.7121,79.0,0.1642,155,188,343,6,Sangat Lembab,Afternoon
5132,2011-08-06,Fall,2011,Aug,17,0,Saturday,Weekend,Light_rainsnow,0.74,0.7121,79.0,0.1642,61,88,149,6,Sangat Lembab,Afternoon
5133,2011-08-06,Fall,2011,Aug,18,0,Saturday,Weekend,Misty,0.72,0.697,79.0,0.4478,81,130,211,6,Sangat Lembab,Evening
5134,2011-08-06,Fall,2011,Aug,19,0,Saturday,Weekend,Light_rainsnow,0.72,0.7121,84.0,0.2537,57,114,171,6,Sangat Lembab,Evening
5135,2011-08-06,Fall,2011,Aug,20,0,Saturday,Weekend,Light_rainsnow,0.72,0.697,79.0,0.2836,58,79,137,6,Sangat Lembab,Evening
5136,2011-08-06,Fall,2011,Aug,21,0,Saturday,Weekend,Misty,0.7,0.6667,84.0,0.3284,28,86,114,6,Sangat Lembab,Evening
5137,2011-08-06,Fall,2011,Aug,22,0,Saturday,Weekend,Misty,0.7,0.6667,84.0,0.3284,24,96,120,6,Sangat Lembab,Evening
5138,2011-08-06,Fall,2011,Aug,23,0,Saturday,Weekend,Light_rainsnow,0.7,0.6667,84.0,0.2836,29,79,108,6,Sangat Lembab,Evening
5139,2011-08-07,Fall,2011,Aug,0,0,Sunday,Weekend,Misty,0.7,0.6667,84.0,0.2836,14,66,80,0,Sangat Lembab,Night
5140,2011-08-07,Fall,2011,Aug,1,0,Sunday,Weekend,Misty,0.7,0.6667,84.0,0.2537,10,63,73,0,Sangat Lembab,Night
5141,2011-08-07,Fall,2011,Aug,2,0,Sunday,Weekend,Misty,0.7,0.6667,84.0,0.2239,18,48,66,0,Sangat Lembab,Night
5142,2011-08-07,Fall,2011,Aug,3,0,Sunday,Weekend,Misty,0.7,0.6667,84.0,0.1343,9,23,32,0,Sangat Lembab,Night
5143,2011-08-07,Fall,2011,Aug,4,0,Sunday,Weekend,Clear,0.7,0.6667,84.0,0.1343,1,5,6,0,Sangat Lembab,Night
5144,2011-08-07,Fall,2011,Aug,5,0,Sunday,Weekend,Clear,0.7,0.6667,89.0,0.194,1,4,5,0,Sangat Lembab,Night
5145,2011-08-07,Fall,2011,Aug,6,0,Sunday,Weekend,Clear,0.7,0.6667,89.0,0.1642,3,10,13,0,Sangat Lembab,Morning
5146,2011-08-07,Fall,2011,Aug,7,0,Sunday,Weekend,Clear,0.7,0.6667,84.0,0.194,11,28,39,0,Sangat Lembab,Morning
5147,2011-08-07,Fall,2011,Aug,8,0,Sunday,Weekend,Clear,0.72,0.697,79.0,0.194,23,66,89,0,Sangat Lembab,Morning
5148,2011-08-07,Fall,2011,Aug,9,0,Sunday,Weekend,Clear,0.76,0.7424,75.0,0.1045,82,102,184,0,Sangat Lembab,Morning
5149,2011-08-07,Fall,2011,Aug,10,0,Sunday,Weekend,Clear,0.8,0.803,66.0,0.1343,88,178,266,0,Sangat Lembab,Morning
5150,2011-08-07,Fall,2011,Aug,11,0,Sunday,Weekend,Clear,0.82,0.8333,63.0,0.0,113,156,269,0,Normal,Morning
5151,2011-08-07,Fall,2011,Aug,12,0,Sunday,Weekend,Clear,0.9,0.8485,42.0,0.2985,161,209,370,0,Sangat kering,Afternoon
5152,2011-08-07,Fall,2011,Aug,13,0,Sunday,Weekend,Clear,0.9,0.8485,42.0,0.2985,118,206,324,0,Sangat kering,Afternoon
5153,2011-08-07,Fall,2011,Aug,14,0,Sunday,Weekend,Clear,0.86,0.803,47.0,0.194,130,192,322,0,Normal,Afternoon
5154,2011-08-07,Fall,2011,Aug,15,0,Sunday,Weekend,Light_rainsnow,0.72,0.697,74.0,0.2985,118,208,326,0,Sangat Lembab,Afternoon
5155,2011-08-07,Fall,2011,Aug,16,0,Sunday,Weekend,Light_rainsnow,0.72,0.697,74.0,0.2985,74,119,193,0,Sangat Lembab,Afternoon
5156,2011-08-07,Fall,2011,Aug,17,0,Sunday,Weekend,Light_rainsnow,0.74,0.7121,74.0,0.6418,63,131,194,0,Sangat Lembab,Afternoon
5157,2011-08-07,Fall,2011,Aug,18,0,Sunday,Weekend,Clear,0.72,0.697,74.0,0.0896,74,155,229,0,Sangat Lembab,Evening
5158,2011-08-07,Fall,2011,Aug,19,0,Sunday,Weekend,Clear,0.72,0.697,79.0,0.1642,68,160,228,0,Sangat Lembab,Evening
5159,2011-08-07,Fall,2011,Aug,20,0,Sunday,Weekend,Clear,0.72,0.7121,84.0,0.1343,50,133,183,0,Sangat Lembab,Evening
5160,2011-08-07,Fall,2011,Aug,21,0,Sunday,Weekend,Clear,0.72,0.7121,84.0,0.1045,36,100,136,0,Sangat Lembab,Evening
5161,2011-08-07,Fall,2011,Aug,22,0,Sunday,Weekend,Clear,0.7,0.6667,89.0,0.194,21,82,103,0,Sangat Lembab,Evening
5162,2011-08-07,Fall,2011,Aug,23,0,Sunday,Weekend,Clear,0.7,0.6667,79.0,0.1045,12,43,55,0,Sangat Lembab,Evening
5163,2011-08-08,Fall,2011,Aug,0,0,Monday,Weekdays,Clear,0.7,0.6667,79.0,0.1045,13,17,30,1,Sangat Lembab,Night
5164,2011-08-08,Fall,2011,Aug,1,0,Monday,Weekdays,Clear,0.68,0.6364,83.0,0.1343,4,8,12,1,Sangat Lembab,Night
5165,2011-08-08,Fall,2011,Aug,2,0,Monday,Weekdays,Clear,0.66,0.5909,89.0,0.0,4,3,7,1,Sangat Lembab,Night
5166,2011-08-08,Fall,2011,Aug,3,0,Monday,Weekdays,Clear,0.66,0.5909,89.0,0.0,1,0,1,1,Sangat Lembab,Night
5167,2011-08-08,Fall,2011,Aug,4,0,Monday,Weekdays,Clear,0.66,0.5909,89.0,0.1045,2,8,10,1,Sangat Lembab,Night
5168,2011-08-08,Fall,2011,Aug,5,0,Monday,Weekdays,Clear,0.7,0.6667,79.0,0.0896,1,14,15,1,Sangat Lembab,Night
5169,2011-08-08,Fall,2011,Aug,6,0,Monday,Weekdays,Clear,0.7,0.6515,65.0,0.2836,8,87,95,1,Sangat Lembab,Morning
5170,2011-08-08,Fall,2011,Aug,7,0,Monday,Weekdays,Clear,0.72,0.6818,62.0,0.2985,18,249,267,1,Normal,Morning
5171,2011-08-08,Fall,2011,Aug,8,0,Monday,Weekdays,Clear,0.74,0.6818,57.99999999999999,0.3284,29,320,349,1,Normal,Morning
5172,2011-08-08,Fall,2011,Aug,9,0,Monday,Weekdays,Clear,0.76,0.697,55.00000000000001,0.3881,37,146,183,1,Normal,Morning
5173,2011-08-08,Fall,2011,Aug,10,0,Monday,Weekdays,Clear,0.8,0.7424,52.0,0.3881,62,62,124,1,Normal,Morning
5174,2011-08-08,Fall,2011,Aug,11,0,Monday,Weekdays,Clear,0.82,0.7424,48.0,0.3582,90,89,179,1,Normal,Morning
5175,2011-08-08,Fall,2011,Aug,12,0,Monday,Weekdays,Clear,0.82,0.7576,46.0,0.2537,48,134,182,1,Normal,Afternoon
5176,2011-08-08,Fall,2011,Aug,13,0,Monday,Weekdays,Clear,0.84,0.7576,44.0,0.2985,43,108,151,1,Sangat kering,Afternoon
5177,2011-08-08,Fall,2011,Aug,14,0,Monday,Weekdays,Clear,0.82,0.7424,43.0,0.2985,41,109,150,1,Sangat kering,Afternoon
5178,2011-08-08,Fall,2011,Aug,15,0,Monday,Weekdays,Clear,0.84,0.7576,41.0,0.2985,40,86,126,1,Sangat kering,Afternoon
5179,2011-08-08,Fall,2011,Aug,16,0,Monday,Weekdays,Clear,0.86,0.7727,39.0,0.2836,64,218,282,1,Sangat kering,Afternoon
5180,2011-08-08,Fall,2011,Aug,17,0,Monday,Weekdays,Clear,0.86,0.7727,39.0,0.1642,67,460,527,1,Sangat kering,Afternoon
5181,2011-08-08,Fall,2011,Aug,18,0,Monday,Weekdays,Clear,0.84,0.7576,41.0,0.1343,64,465,529,1,Sangat kering,Evening
5182,2011-08-08,Fall,2011,Aug,19,0,Monday,Weekdays,Clear,0.82,0.7424,43.0,0.1045,64,352,416,1,Sangat kering,Evening
5183,2011-08-08,Fall,2011,Aug,20,0,Monday,Weekdays,Clear,0.8,0.7576,55.00000000000001,0.0,71,215,286,1,Normal,Evening
5184,2011-08-08,Fall,2011,Aug,21,0,Monday,Weekdays,Clear,0.76,0.7121,57.99999999999999,0.0896,30,156,186,1,Normal,Evening
5185,2011-08-08,Fall,2011,Aug,22,0,Monday,Weekdays,Clear,0.76,0.7121,57.99999999999999,0.1045,26,121,147,1,Normal,Evening
5186,2011-08-08,Fall,2011,Aug,23,0,Monday,Weekdays,Clear,0.74,0.697,66.0,0.1045,19,53,72,1,Sangat Lembab,Evening
5187,2011-08-09,Fall,2011,Aug,0,0,Tuesday,Weekdays,Clear,0.72,0.697,79.0,0.1343,10,25,35,2,Sangat Lembab,Night
5188,2011-08-09,Fall,2011,Aug,1,0,Tuesday,Weekdays,Clear,0.72,0.6818,66.0,0.0,5,9,14,2,Sangat Lembab,Night
5189,2011-08-09,Fall,2011,Aug,2,0,Tuesday,Weekdays,Clear,0.72,0.6818,70.0,0.0,9,3,12,2,Sangat Lembab,Night
5190,2011-08-09,Fall,2011,Aug,3,0,Tuesday,Weekdays,Clear,0.72,0.6818,62.0,0.0,0,3,3,2,Normal,Night
5191,2011-08-09,Fall,2011,Aug,4,0,Tuesday,Weekdays,Clear,0.7,0.6667,74.0,0.0,1,6,7,2,Sangat Lembab,Night
5192,2011-08-09,Fall,2011,Aug,5,0,Tuesday,Weekdays,Clear,0.7,0.6515,65.0,0.0896,5,25,30,2,Sangat Lembab,Night
5193,2011-08-09,Fall,2011,Aug,6,0,Tuesday,Weekdays,Clear,0.72,0.6667,64.0,0.0,6,95,101,2,Normal,Morning
5194,2011-08-09,Fall,2011,Aug,7,0,Tuesday,Weekdays,Clear,0.72,0.697,74.0,0.1045,30,313,343,2,Sangat Lembab,Morning
5195,2011-08-09,Fall,2011,Aug,8,0,Tuesday,Weekdays,Clear,0.74,0.697,66.0,0.0,40,352,392,2,Sangat Lembab,Morning
5196,2011-08-09,Fall,2011,Aug,9,0,Tuesday,Weekdays,Misty,0.78,0.7424,62.0,0.1343,34,141,175,2,Normal,Morning
5197,2011-08-09,Fall,2011,Aug,10,0,Tuesday,Weekdays,Misty,0.8,0.7727,59.0,0.2239,55,89,144,2,Normal,Morning
5198,2011-08-09,Fall,2011,Aug,11,0,Tuesday,Weekdays,Clear,0.8,0.7727,59.0,0.2239,61,88,149,2,Normal,Morning
5199,2011-08-09,Fall,2011,Aug,12,0,Tuesday,Weekdays,Clear,0.82,0.7879,56.00000000000001,0.194,60,125,185,2,Normal,Afternoon
5200,2011-08-09,Fall,2011,Aug,13,0,Tuesday,Weekdays,Clear,0.84,0.7879,49.0,0.1642,48,127,175,2,Normal,Afternoon
5201,2011-08-09,Fall,2011,Aug,14,0,Tuesday,Weekdays,Clear,0.86,0.7879,44.0,0.2836,53,95,148,2,Sangat kering,Afternoon
5202,2011-08-09,Fall,2011,Aug,15,0,Tuesday,Weekdays,Clear,0.86,0.7727,39.0,0.2836,58,106,164,2,Sangat kering,Afternoon
5203,2011-08-09,Fall,2011,Aug,16,0,Tuesday,Weekdays,Clear,0.86,0.7727,39.0,0.2985,57,228,285,2,Sangat kering,Afternoon
5204,2011-08-09,Fall,2011,Aug,17,0,Tuesday,Weekdays,Clear,0.8,0.7576,55.00000000000001,0.1642,79,453,532,2,Normal,Afternoon
5205,2011-08-09,Fall,2011,Aug,18,0,Tuesday,Weekdays,Clear,0.8,0.7576,55.00000000000001,0.194,97,488,585,2,Normal,Evening
5206,2011-08-09,Fall,2011,Aug,19,0,Tuesday,Weekdays,Clear,0.8,0.7424,49.0,0.1045,69,302,371,2,Normal,Evening
5207,2011-08-09,Fall,2011,Aug,20,0,Tuesday,Weekdays,Clear,0.8,0.7273,43.0,0.194,34,258,292,2,Sangat kering,Evening
5208,2011-08-09,Fall,2011,Aug,21,0,Tuesday,Weekdays,Clear,0.78,0.697,46.0,0.2537,46,184,230,2,Normal,Evening
5209,2011-08-09,Fall,2011,Aug,22,0,Tuesday,Weekdays,Clear,0.78,0.697,46.0,0.2985,28,127,155,2,Normal,Evening
5210,2011-08-09,Fall,2011,Aug,23,0,Tuesday,Weekdays,Clear,0.76,0.6818,48.0,0.2836,22,53,75,2,Normal,Evening
5211,2011-08-10,Fall,2011,Aug,0,0,Wednesday,Weekdays,Clear,0.74,0.6667,51.0,0.2239,19,18,37,3,Normal,Night
5212,2011-08-10,Fall,2011,Aug,1,0,Wednesday,Weekdays,Clear,0.72,0.6667,54.0,0.194,7,10,17,3,Normal,Night
5213,2011-08-10,Fall,2011,Aug,2,0,Wednesday,Weekdays,Clear,0.72,0.6667,54.0,0.1642,1,10,11,3,Normal,Night
5214,2011-08-10,Fall,2011,Aug,3,0,Wednesday,Weekdays,Clear,0.7,0.6515,57.99999999999999,0.1642,1,3,4,3,Normal,Night
5215,2011-08-10,Fall,2011,Aug,4,0,Wednesday,Weekdays,Clear,0.7,0.6515,54.0,0.1343,1,4,5,3,Normal,Night
5216,2011-08-10,Fall,2011,Aug,5,0,Wednesday,Weekdays,Clear,0.68,0.6364,61.0,0.0896,2,30,32,3,Normal,Night
5217,2011-08-10,Fall,2011,Aug,6,0,Wednesday,Weekdays,Clear,0.68,0.6364,61.0,0.0,9,110,119,3,Normal,Morning
5218,2011-08-10,Fall,2011,Aug,7,0,Wednesday,Weekdays,Clear,0.7,0.6515,57.99999999999999,0.0896,16,289,305,3,Normal,Morning
5219,2011-08-10,Fall,2011,Aug,8,0,Wednesday,Weekdays,Clear,0.74,0.6667,51.0,0.194,38,361,399,3,Normal,Morning
5220,2011-08-10,Fall,2011,Aug,9,0,Wednesday,Weekdays,Clear,0.76,0.6818,48.0,0.2239,32,148,180,3,Normal,Morning
5221,2011-08-10,Fall,2011,Aug,10,0,Wednesday,Weekdays,Clear,0.8,0.7273,43.0,0.2239,41,72,113,3,Sangat kering,Morning
5222,2011-08-10,Fall,2011,Aug,11,0,Wednesday,Weekdays,Clear,0.8,0.7121,41.0,0.3881,54,95,149,3,Sangat kering,Morning
5223,2011-08-10,Fall,2011,Aug,12,0,Wednesday,Weekdays,Clear,0.82,0.7273,38.0,0.2985,74,166,240,3,Sangat kering,Afternoon
5224,2011-08-10,Fall,2011,Aug,13,0,Wednesday,Weekdays,Clear,0.82,0.7273,38.0,0.2836,41,150,191,3,Sangat kering,Afternoon
5225,2011-08-10,Fall,2011,Aug,14,0,Wednesday,Weekdays,Clear,0.84,0.7273,34.0,0.3284,62,116,178,3,Sangat kering,Afternoon
5226,2011-08-10,Fall,2011,Aug,15,0,Wednesday,Weekdays,Clear,0.86,0.7424,30.0,0.3284,53,141,194,3,Sangat kering,Afternoon
5227,2011-08-10,Fall,2011,Aug,16,0,Wednesday,Weekdays,Clear,0.86,0.7424,26.0,0.2985,76,206,282,3,Sangat kering,Afternoon
5228,2011-08-10,Fall,2011,Aug,17,0,Wednesday,Weekdays,Clear,0.84,0.7121,26.0,0.2985,71,513,584,3,Sangat kering,Afternoon
5229,2011-08-10,Fall,2011,Aug,18,0,Wednesday,Weekdays,Clear,0.82,0.7121,28.000000000000004,0.2985,70,489,559,3,Sangat kering,Evening
5230,2011-08-10,Fall,2011,Aug,19,0,Wednesday,Weekdays,Clear,0.8,0.697,26.0,0.2537,79,334,413,3,Sangat kering,Evening
5231,2011-08-10,Fall,2011,Aug,20,0,Wednesday,Weekdays,Clear,0.76,0.6667,31.0,0.1343,59,253,312,3,Sangat kering,Evening
5232,2011-08-10,Fall,2011,Aug,21,0,Wednesday,Weekdays,Clear,0.76,0.6667,33.0,0.1045,47,162,209,3,Sangat kering,Evening
5233,2011-08-10,Fall,2011,Aug,22,0,Wednesday,Weekdays,Clear,0.74,0.6515,37.0,0.0,17,122,139,3,Sangat kering,Evening
5234,2011-08-10,Fall,2011,Aug,23,0,Wednesday,Weekdays,Clear,0.74,0.6515,37.0,0.0896,14,94,108,3,Sangat kering,Evening
5235,2011-08-11,Fall,2011,Aug,0,0,Thursday,Weekdays,Clear,0.7,0.6364,45.0,0.1045,6,40,46,4,Normal,Night
5236,2011-08-11,Fall,2011,Aug,1,0,Thursday,Weekdays,Clear,0.7,0.6364,45.0,0.1343,9,17,26,4,Normal,Night
5237,2011-08-11,Fall,2011,Aug,2,0,Thursday,Weekdays,Clear,0.66,0.6212,54.0,0.1343,3,8,11,4,Normal,Night
5238,2011-08-11,Fall,2011,Aug,3,0,Thursday,Weekdays,Clear,0.64,0.6212,56.99999999999999,0.1343,2,7,9,4,Normal,Night
5239,2011-08-11,Fall,2011,Aug,4,0,Thursday,Weekdays,Clear,0.64,0.6212,56.99999999999999,0.1642,1,4,5,4,Normal,Night
5240,2011-08-11,Fall,2011,Aug,5,0,Thursday,Weekdays,Clear,0.64,0.6212,61.0,0.194,2,23,25,4,Normal,Night
5241,2011-08-11,Fall,2011,Aug,6,0,Thursday,Weekdays,Clear,0.62,0.6061,65.0,0.1642,5,101,106,4,Sangat Lembab,Morning
5242,2011-08-11,Fall,2011,Aug,7,0,Thursday,Weekdays,Clear,0.66,0.6212,54.0,0.1343,15,292,307,4,Normal,Morning
5243,2011-08-11,Fall,2011,Aug,8,0,Thursday,Weekdays,Clear,0.7,0.6364,45.0,0.1642,29,361,390,4,Normal,Morning
5244,2011-08-11,Fall,2011,Aug,9,0,Thursday,Weekdays,Clear,0.72,0.6515,39.0,0.2239,31,166,197,4,Sangat kering,Morning
5245,2011-08-11,Fall,2011,Aug,10,0,Thursday,Weekdays,Clear,0.74,0.6515,37.0,0.2537,36,96,132,4,Sangat kering,Morning
5246,2011-08-11,Fall,2011,Aug,11,0,Thursday,Weekdays,Clear,0.76,0.6667,35.0,0.2537,59,128,187,4,Sangat kering,Morning
5247,2011-08-11,Fall,2011,Aug,12,0,Thursday,Weekdays,Clear,0.78,0.6818,31.0,0.2537,50,164,214,4,Sangat kering,Afternoon
5248,2011-08-11,Fall,2011,Aug,13,0,Thursday,Weekdays,Clear,0.76,0.6667,31.0,0.2239,51,166,217,4,Sangat kering,Afternoon
5249,2011-08-11,Fall,2011,Aug,14,0,Thursday,Weekdays,Clear,0.8,0.697,28.999999999999996,0.0,39,103,142,4,Sangat kering,Afternoon
5250,2011-08-11,Fall,2011,Aug,15,0,Thursday,Weekdays,Clear,0.8,0.697,28.999999999999996,0.2985,52,126,178,4,Sangat kering,Afternoon
5251,2011-08-11,Fall,2011,Aug,16,0,Thursday,Weekdays,Clear,0.8,0.697,27.0,0.194,57,241,298,4,Sangat kering,Afternoon
5252,2011-08-11,Fall,2011,Aug,17,0,Thursday,Weekdays,Clear,0.8,0.697,28.999999999999996,0.2537,96,486,582,4,Sangat kering,Afternoon
5253,2011-08-11,Fall,2011,Aug,18,0,Thursday,Weekdays,Clear,0.78,0.6818,28.999999999999996,0.0896,74,497,571,4,Sangat kering,Evening
5254,2011-08-11,Fall,2011,Aug,19,0,Thursday,Weekdays,Clear,0.74,0.6515,35.0,0.194,48,323,371,4,Sangat kering,Evening
5255,2011-08-11,Fall,2011,Aug,20,0,Thursday,Weekdays,Clear,0.72,0.6515,37.0,0.1343,56,232,288,4,Sangat kering,Evening
5256,2011-08-11,Fall,2011,Aug,21,0,Thursday,Weekdays,Clear,0.7,0.6515,48.0,0.0896,35,171,206,4,Normal,Evening
5257,2011-08-11,Fall,2011,Aug,22,0,Thursday,Weekdays,Clear,0.7,0.6515,48.0,0.0,34,123,157,4,Normal,Evening
